Employee_ID,First_Name,Last_Name,Full Name,Age,Department,Region ,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work
EMP1193,Eva,Davis,Eva Davis,,Cloud Tech,California,Pending,31/05/2020,71728.55,eva.davis@example.com,7323008575,Good,TRUE
EMP1194,Alice,Davis,Alice Davis,35,HR,Texas,Pending,04/11/2024,118415.8,alice.davis@example.com,6656749159,Good,TRUE
EMP1195,Grace,Johnson,Grace Johnson,40,Sales,Illinois,Pending,25/03/2020,81481.36,grace.johnson@example.com,1692364586,Excellent,FALSE
EMP1196,David,Johnson,David Johnson,35,Sales,Florida,Pending,04/11/2020,117040.57,david.johnson@example.com,5066337049,Good,TRUE
EMP1197,Frank,Brown,Frank Brown,25,Sales,Nevada,Active,21/03/2020,67342.06,frank.brown@example.com,2497243991,Good,TRUE
EMP1198,Heidi,Jones,Heidi Jones,,Sales,Illinois,Active,15/01/2022,76099.64,heidi.jones@example.com,116691835,Excellent,FALSE
EMP1199,Grace,Williams,Grace Williams,35,DevOps,Illinois,Active,04/06/2024,94162.06,grace.williams@example.com,2644886945,Average,TRUE
EMP1200,Frank,Davis,Frank Davis,25,Sales,Nevada,Inactive,04/08/2021,67639.7,frank.davis@example.com,1195243639,Excellent,TRUE
EMP1201,Charlie,Garcia,Charlie Garcia,35,Cloud Tech,Illinois,Pending,16/10/2020,114172.25,charlie.garcia@example.com,2701168645,Good,TRUE
EMP1202,Grace,Davis,Grace Davis,30,Sales,Nevada,Active,26/09/2021,89124.54,grace.davis@example.com,2252237280,Excellent,TRUE
EMP1203,Frank,Smith,Frank Smith,30,DevOps,Nevada,Pending,04/11/2023,113871.36,frank.smith@example.com,7932302345,Average,FALSE
EMP1204,Grace,Brown,Grace Brown,,HR,Texas,Inactive,24/09/2021,62618.4,grace.brown@example.com,7912141613,Excellent,FALSE
EMP1205,Heidi,Jones,Heidi Jones,30,Admin,New York,Active,07/06/2020,70705.45,heidi.jones@example.com,1509377099,Good,FALSE
EMP1206,Alice,Garcia,Alice Garcia,35,Sales,New York,Pending,10/02/2022,60797.69,alice.garcia@example.com,4090138068,Average,TRUE
EMP1207,Charlie,Brown,Charlie Brown,40,Cloud Tech,Florida,Inactive,17/10/2023,100371,charlie.brown@example.com,8477596554,Poor,TRUE
EMP1208,Eva,Miller,Eva Miller,40,Admin,Illinois,Active,25/09/2021,117591.76,eva.miller@example.com,5356690550,Good,FALSE
EMP1209,David,Jones,David Jones,35,DevOps,Illinois,Inactive,03/08/2022,103860.7,david.jones@example.com,762091842,Average,TRUE
EMP1210,Grace,Davis,Grace Davis,30,Admin,Illinois,Active,22/11/2024,67500.22,grace.davis@example.com,5797863049,Average,TRUE
EMP1211,Frank,Davis,Frank Davis,,Cloud Tech,Nevada,Pending,09/10/2024,58727.44,frank.davis@example.com,5057397690,Poor,TRUE
EMP1212,Charlie,Jones,Charlie Jones,35,Finance,Illinois,Active,28/08/2024,80623.08,charlie.jones@example.com,5671649327,Excellent,TRUE
EMP1213,David,Davis,David Davis,40,HR,Texas,Inactive,19/04/2020,77751.78,david.davis@example.com,9802714871,Excellent,FALSE
EMP1214,Grace,Williams,Grace Williams,25,HR,New York,Active,14/10/2021,115157.81,grace.williams@example.com,7178333210,Good,FALSE
EMP1215,Frank,Jones,Frank Jones,30,Admin,Texas,Inactive,26/08/2024,83071.85,frank.jones@example.com,6025643470,Poor,FALSE
EMP1216,Heidi,Brown,Heidi Brown,40,Sales,Texas,Active,08/02/2020,67914.67,heidi.brown@example.com,2871539914,Excellent,TRUE
EMP1217,Grace,Jones,Grace Jones,25,HR,New York,Inactive,06/09/2020,53342.46,grace.jones@example.com,6686334140,Poor,FALSE
EMP1218,Heidi,Garcia,Heidi Garcia,25,Cloud Tech,Florida,Pending,02/01/2023,51150.47,heidi.garcia@example.com,1159319524,Excellent,FALSE
EMP1219,David,Davis,David Davis,30,HR,Florida,Active,13/06/2023,74697.12,david.davis@example.com,6904098365,Average,TRUE
EMP1220,Charlie,Williams,Charlie Williams,25,Sales,California,Active,13/12/2022,88085.74,charlie.williams@example.com,5528993159,Excellent,TRUE
EMP1221,Alice,Williams,Alice Williams,40,Finance,Texas,Pending,03/03/2022,118672.76,alice.williams@example.com,8752437728,Poor,FALSE
EMP1222,Alice,Miller,Alice Miller,35,Cloud Tech,California,Active,10/02/2024,95997.31,alice.miller@example.com,4209548148,Average,FALSE
EMP1223,Frank,Brown,Frank Brown,30,Cloud Tech,California,Pending,24/11/2021,106945.62,frank.brown@example.com,7374605232,Average,FALSE
EMP1224,Heidi,Johnson,Heidi Johnson,40,DevOps,New York,Active,09/05/2020,100123.15,heidi.johnson@example.com,276420864,Average,FALSE
EMP1225,Alice,Johnson,Alice Johnson,35,Admin,Texas,Active,19/12/2024,52933.42,alice.johnson@example.com,6756618442,Poor,TRUE
EMP1226,Grace,Jones,Grace Jones,,Finance,California,Active,22/03/2024,95283.03,grace.jones@example.com,8612590471,Good,FALSE
EMP1227,Alice,Miller,Alice Miller,35,HR,Texas,Inactive,13/06/2022,112264.06,alice.miller@example.com,9277423329,Good,FALSE
EMP1228,Grace,Smith,Grace Smith,35,Admin,Florida,Pending,15/10/2022,75714.28,grace.smith@example.com,5912662014,Good,TRUE
EMP1229,Eva,Jones,Eva Jones,25,DevOps,Florida,Active,31/05/2022,92171.73,eva.jones@example.com,7201859625,Poor,FALSE
EMP1230,Eva,Miller,Eva Miller,35,Cloud Tech,Texas,Inactive,15/09/2023,70694.8,eva.miller@example.com,3013674925,Average,TRUE
EMP1231,Grace,Brown,Grace Brown,30,DevOps,Florida,Inactive,04/07/2022,52964.86,grace.brown@example.com,1764750110,Good,TRUE
EMP1232,Frank,Brown,Frank Brown,,Finance,California,Pending,08/06/2024,116353.31,frank.brown@example.com,1783099973,Poor,TRUE
EMP1233,Grace,Brown,Grace Brown,35,Sales,Nevada,Pending,23/11/2020,116695.26,grace.brown@example.com,1926764920,Good,FALSE
EMP1234,Heidi,Brown,Heidi Brown,25,Admin,Texas,Active,13/05/2024,95161.4,heidi.brown@example.com,5182606887,Excellent,FALSE
EMP1235,Alice,Brown,Alice Brown,,Admin,Nevada,Inactive,29/01/2022,76040.94,alice.brown@example.com,7189813128,Good,TRUE
EMP1236,Charlie,Miller,Charlie Miller,,HR,Florida,Inactive,23/08/2023,69508.28,charlie.miller@example.com,2087510292,Good,FALSE
EMP1237,Alice,Miller,Alice Miller,30,Finance,Illinois,Inactive,24/02/2023,58243.27,alice.miller@example.com,2184011844,Average,FALSE
EMP1238,Heidi,Williams,Heidi Williams,30,Sales,California,Pending,02/10/2022,64012.48,heidi.williams@example.com,8260340847,Poor,TRUE
EMP1239,Bob,Garcia,Bob Garcia,40,Admin,Nevada,Inactive,28/06/2020,106735.93,bob.garcia@example.com,7297585987,Average,TRUE
EMP1240,Frank,Johnson,Frank Johnson,35,DevOps,Texas,Pending,15/01/2023,70325.36,frank.johnson@example.com,3103032431,Average,FALSE
EMP1241,Charlie,Davis,Charlie Davis,30,HR,Illinois,Active,05/09/2020,118959.28,charlie.davis@example.com,9839542960,Average,TRUE
EMP1242,David,Brown,David Brown,40,Cloud Tech,California,Pending,18/03/2023,75823.78,david.brown@example.com,8446267145,Average,FALSE
EMP1243,Charlie,Smith,Charlie Smith,,Cloud Tech,Texas,Inactive,26/03/2022,119971.65,charlie.smith@example.com,2831435988,Average,FALSE
EMP1244,Grace,Davis,Grace Davis,40,Sales,Texas,Active,11/10/2021,94963.7,grace.davis@example.com,2625660930,Good,FALSE
EMP1245,Frank,Miller,Frank Miller,30,Sales,Nevada,Pending,07/01/2021,103744.71,frank.miller@example.com,4181861514,Average,FALSE
EMP1246,Alice,Smith,Alice Smith,25,Sales,New York,Inactive,03/12/2020,61337.69,alice.smith@example.com,5423401635,Average,TRUE
EMP1247,David,Smith,David Smith,35,Sales,California,Active,28/05/2021,63741.13,david.smith@example.com,1128497184,Poor,TRUE
EMP1248,Eva,Smith,Eva Smith,30,DevOps,California,Pending,28/12/2022,56539.99,eva.smith@example.com,9484910255,Excellent,TRUE
EMP1249,Charlie,Williams,Charlie Williams,30,DevOps,Illinois,Pending,24/05/2023,73633.37,charlie.williams@example.com,2588967923,Good,TRUE
EMP1250,Alice,Miller,Alice Miller,25,Cloud Tech,Texas,Pending,28/04/2024,90373.99,alice.miller@example.com,822269404,Good,FALSE
EMP1251,Grace,Smith,Grace Smith,,DevOps,Texas,Inactive,25/12/2024,93901.48,grace.smith@example.com,3967275783,Good,FALSE
EMP1252,Eva,Brown,Eva Brown,40,Admin,Nevada,Inactive,01/09/2021,81748.09,eva.brown@example.com,4683414650,Average,TRUE
EMP1253,Charlie,Jones,Charlie Jones,40,Finance,Florida,Inactive,21/02/2021,73813.48,charlie.jones@example.com,1131290147,Average,FALSE
EMP1254,Frank,Smith,Frank Smith,35,Finance,New York,Inactive,20/11/2022,89315.59,frank.smith@example.com,7068277880,Average,FALSE
EMP1255,Heidi,Williams,Heidi Williams,25,HR,Florida,Active,15/10/2020,56776.82,heidi.williams@example.com,6093068537,Poor,FALSE
EMP1256,Grace,Davis,Grace Davis,,Finance,New York,Active,24/07/2024,72920.51,grace.davis@example.com,9097283214,Excellent,TRUE
EMP1257,Frank,Miller,Frank Miller,30,Admin,Florida,Pending,14/08/2022,84913.18,frank.miller@example.com,2850676250,Average,TRUE
EMP1258,Alice,Garcia,Alice Garcia,25,Finance,Illinois,Inactive,08/05/2021,65060.11,alice.garcia@example.com,5381447442,Excellent,TRUE
EMP1259,Alice,Williams,Alice Williams,35,Finance,Illinois,Pending,09/10/2023,82941.08,alice.williams@example.com,963480796,Poor,FALSE
EMP1260,Bob,Smith,Bob Smith,40,Admin,California,Pending,19/01/2022,103469.97,bob.smith@example.com,509754509,Good,TRUE
EMP1261,Grace,Miller,Grace Miller,25,Sales,Illinois,Active,12/01/2022,88725.6,grace.miller@example.com,5265016730,Average,TRUE
EMP1262,Heidi,Jones,Heidi Jones,,HR,Illinois,Pending,05/06/2023,58316.77,heidi.jones@example.com,8826170242,Excellent,TRUE
EMP1263,Grace,Smith,Grace Smith,35,HR,Illinois,Inactive,26/03/2024,60098.72,grace.smith@example.com,7654562840,Excellent,TRUE
EMP1264,Grace,Williams,Grace Williams,,Cloud Tech,Texas,Active,07/10/2020,99951.43,grace.williams@example.com,7722560530,Average,TRUE
EMP1265,Heidi,Johnson,Heidi Johnson,30,Sales,Illinois,Active,02/11/2021,115195.81,heidi.johnson@example.com,3402665022,Good,TRUE
EMP1266,Grace,Brown,Grace Brown,,DevOps,California,Pending,19/11/2021,85512.05,grace.brown@example.com,7416787255,Good,FALSE
EMP1267,Heidi,Garcia,Heidi Garcia,,HR,Florida,Active,24/01/2022,73186.77,heidi.garcia@example.com,8621102257,Good,FALSE
EMP1268,Grace,Davis,Grace Davis,,HR,Nevada,Pending,12/07/2023,51865.3,grace.davis@example.com,305690673,Poor,TRUE
EMP1269,David,Williams,David Williams,25,Sales,Florida,Active,09/12/2022,94031.77,david.williams@example.com,4716392822,Excellent,TRUE
EMP1270,Grace,Miller,Grace Miller,30,DevOps,New York,Active,18/03/2023,116374.36,grace.miller@example.com,4143637188,Excellent,FALSE
EMP1271,Alice,Garcia,Alice Garcia,40,HR,Florida,Active,25/04/2022,98335.02,alice.garcia@example.com,2392312603,Excellent,FALSE
EMP1272,Heidi,Garcia,Heidi Garcia,25,DevOps,New York,Pending,28/02/2021,89262.07,heidi.garcia@example.com,3260931065,Poor,TRUE
EMP1273,Heidi,Garcia,Heidi Garcia,,Finance,California,Active,30/07/2022,113848.69,heidi.garcia@example.com,8433567085,Excellent,TRUE
EMP1274,Frank,Smith,Frank Smith,35,Sales,Florida,Active,19/05/2021,69530.45,frank.smith@example.com,414545634,Poor,TRUE
EMP1275,Eva,Brown,Eva Brown,35,DevOps,New York,Pending,14/12/2023,84230.22,eva.brown@example.com,200053473,Good,TRUE
EMP1276,Eva,Smith,Eva Smith,35,Cloud Tech,Illinois,Pending,17/01/2023,76578.59,eva.smith@example.com,9162475540,Average,FALSE
EMP1277,Frank,Miller,Frank Miller,30,HR,Texas,Inactive,02/01/2024,55532.06,frank.miller@example.com,1082555988,Excellent,TRUE
EMP1278,Eva,Smith,Eva Smith,40,Admin,New York,Pending,09/07/2021,115311.68,eva.smith@example.com,5343961128,Excellent,TRUE
EMP1279,Charlie,Johnson,Charlie Johnson,25,Sales,Nevada,Pending,05/05/2021,66972.06,charlie.johnson@example.com,1093371188,Good,TRUE
EMP1280,David,Brown,David Brown,30,Cloud Tech,Texas,Inactive,07/11/2021,100215.06,david.brown@example.com,5473820235,Average,TRUE
EMP1281,Charlie,Brown,Charlie Brown,25,Sales,New York,Inactive,30/08/2023,115452.25,charlie.brown@example.com,8485571616,Poor,FALSE
EMP1282,Heidi,Miller,Heidi Miller,30,HR,California,Inactive,15/08/2023,54141.38,heidi.miller@example.com,6880294239,Average,FALSE
EMP1283,David,Davis,David Davis,,DevOps,Nevada,Active,24/12/2020,79251.95,david.davis@example.com,9036788126,Good,FALSE
EMP1284,Alice,Johnson,Alice Johnson,40,Finance,New York,Pending,21/11/2024,114822.78,alice.johnson@example.com,8686694319,Good,TRUE
EMP1285,Alice,Williams,Alice Williams,35,Sales,Illinois,Active,17/11/2021,69919.32,alice.williams@example.com,2939087883,Average,TRUE
EMP1286,Heidi,Smith,Heidi Smith,30,Sales,Florida,Inactive,29/01/2021,106616.97,heidi.smith@example.com,4344812307,Poor,FALSE
EMP1287,Heidi,Jones,Heidi Jones,35,DevOps,New York,Active,17/02/2024,73597.85,heidi.jones@example.com,3402424032,Poor,TRUE
EMP1288,David,Smith,David Smith,30,Sales,Nevada,Inactive,20/08/2024,79939.23,david.smith@example.com,8105955183,Excellent,TRUE
EMP1289,Grace,Garcia,Grace Garcia,25,Admin,New York,Inactive,24/10/2021,N/A,grace.garcia@example.com,2694500533,Poor,FALSE
EMP1290,Grace,Smith,Grace Smith,30,Finance,California,Inactive,10/09/2021,90772.25,grace.smith@example.com,2408916497,Average,FALSE
EMP1291,Eva,Williams,Eva Williams,35,DevOps,New York,Active,29/09/2023,58275.74,eva.williams@example.com,3735439626,Good,FALSE
EMP1292,Grace,Smith,Grace Smith,,DevOps,California,Pending,28/08/2020,94709.79,grace.smith@example.com,3652717271,Excellent,FALSE
EMP1293,Frank,Johnson,Frank Johnson,,Admin,New York,Active,06/09/2022,60722.99,frank.johnson@example.com,2397240421,Excellent,TRUE
EMP1294,Frank,Johnson,Frank Johnson,40,DevOps,Illinois,Inactive,31/03/2024,87626.24,frank.johnson@example.com,6931216375,Good,TRUE
EMP1295,David,Brown,David Brown,30,DevOps,Illinois,Active,12/12/2022,81272.36,david.brown@example.com,1820916600,Poor,FALSE
EMP1296,Bob,Miller,Bob Miller,,Cloud Tech,Texas,Pending,01/11/2022,64150.97,bob.miller@example.com,23142899,Good,TRUE
EMP1297,Charlie,Davis,Charlie Davis,35,Sales,Florida,Active,25/10/2023,64378.1,charlie.davis@example.com,1851327971,Poor,FALSE
EMP1298,Bob,Jones,Bob Jones,,Finance,Texas,Inactive,27/09/2020,85927.35,bob.jones@example.com,4572308480,Good,FALSE
EMP1299,Alice,Garcia,Alice Garcia,,Finance,Nevada,Inactive,21/01/2024,51523.93,alice.garcia@example.com,18418619,Average,TRUE
EMP1300,Alice,Smith,Alice Smith,30,Sales,Texas,Active,17/05/2022,74117.02,alice.smith@example.com,3036625435,Poor,FALSE
EMP1301,Alice,Smith,Alice Smith,25,Finance,Texas,Inactive,17/04/2022,62598.69,alice.smith@example.com,1721314518,Average,TRUE
EMP1302,Grace,Williams,Grace Williams,35,Finance,Florida,Inactive,08/02/2022,55617.5,grace.williams@example.com,5151092267,Excellent,TRUE
EMP1303,Charlie,Miller,Charlie Miller,35,Cloud Tech,New York,Pending,15/03/2022,87018.98,charlie.miller@example.com,5926249450,Good,TRUE
EMP1304,David,Johnson,David Johnson,25,Cloud Tech,California,Inactive,11/10/2023,100336.58,david.johnson@example.com,4754102251,Excellent,TRUE
EMP1305,Grace,Jones,Grace Jones,30,Admin,Florida,Inactive,13/11/2020,69295.48,grace.jones@example.com,6771196420,Excellent,FALSE
EMP1306,Bob,Brown,Bob Brown,25,DevOps,Florida,Pending,17/04/2024,115536.66,bob.brown@example.com,5226557675,Excellent,TRUE
EMP1307,David,Johnson,David Johnson,30,Cloud Tech,Texas,Pending,09/03/2020,81250.87,david.johnson@example.com,9523668787,Excellent,FALSE
EMP1308,Alice,Garcia,Alice Garcia,30,DevOps,Texas,Inactive,17/06/2022,66403.75,alice.garcia@example.com,7883619688,Good,FALSE
EMP1309,Alice,Miller,Alice Miller,30,Sales,California,Active,28/07/2024,114147.79,alice.miller@example.com,3135030586,Excellent,FALSE
EMP1310,Frank,Garcia,Frank Garcia,30,HR,New York,Pending,03/12/2022,65472.99,frank.garcia@example.com,2105524727,Good,FALSE
EMP1311,Alice,Davis,Alice Davis,,Sales,Nevada,Active,06/07/2023,97512.51,alice.davis@example.com,6333021259,Good,TRUE
EMP1312,Alice,Brown,Alice Brown,35,DevOps,Nevada,Inactive,28/05/2024,86712.41,alice.brown@example.com,6501917919,Average,TRUE
EMP1313,Grace,Davis,Grace Davis,30,HR,Florida,Active,25/03/2024,87654.98,grace.davis@example.com,2521310961,Poor,FALSE
EMP1314,David,Williams,David Williams,35,DevOps,New York,Inactive,28/04/2020,89367.02,david.williams@example.com,2728476569,Poor,FALSE
EMP1315,Charlie,Garcia,Charlie Garcia,40,Admin,California,Active,07/11/2021,95269.41,charlie.garcia@example.com,4120092819,Good,TRUE
EMP1316,Frank,Williams,Frank Williams,25,Sales,Nevada,Active,15/04/2020,68792.31,frank.williams@example.com,6678498435,Average,FALSE
EMP1317,Alice,Smith,Alice Smith,25,Admin,Illinois,Pending,07/10/2023,89119.53,alice.smith@example.com,2418623689,Good,TRUE
EMP1318,Frank,Davis,Frank Davis,35,Cloud Tech,New York,Active,27/02/2024,58212.13,frank.davis@example.com,3628917755,Good,FALSE
EMP1319,Heidi,Miller,Heidi Miller,30,DevOps,Illinois,Pending,22/02/2021,77764.24,heidi.miller@example.com,6205634110,Good,TRUE
EMP1320,Frank,Garcia,Frank Garcia,35,Finance,Florida,Pending,21/08/2023,75148.17,frank.garcia@example.com,5950342810,Average,FALSE
EMP1321,Heidi,Jones,Heidi Jones,40,Cloud Tech,Nevada,Inactive,08/04/2024,108781.18,heidi.jones@example.com,3904383033,Poor,FALSE
EMP1322,Frank,Brown,Frank Brown,35,Finance,Texas,Pending,04/11/2024,65489.19,frank.brown@example.com,1990970050,Average,TRUE
EMP1323,Eva,Johnson,Eva Johnson,,Sales,Illinois,Pending,05/05/2022,70663.46,eva.johnson@example.com,4054683564,Excellent,FALSE
EMP1324,David,Miller,David Miller,40,Sales,New York,Inactive,01/02/2023,95822.56,david.miller@example.com,2156818208,Average,FALSE
EMP1325,Eva,Miller,Eva Miller,40,DevOps,Nevada,Pending,01/10/2022,82258.03,eva.miller@example.com,6790422710,Average,TRUE
EMP1326,Frank,Williams,Frank Williams,30,Admin,Nevada,Pending,27/09/2022,62883.34,frank.williams@example.com,3322889856,Average,FALSE
EMP1327,Alice,Davis,Alice Davis,,Cloud Tech,Texas,Pending,09/04/2020,103503.72,alice.davis@example.com,2545960632,Average,TRUE
EMP1328,David,Garcia,David Garcia,25,DevOps,New York,Active,23/03/2021,85401.3,david.garcia@example.com,9912971023,Poor,TRUE
EMP1329,Heidi,Garcia,Heidi Garcia,40,Cloud Tech,Texas,Pending,03/02/2023,N/A,heidi.garcia@example.com,8171752420,Excellent,FALSE
EMP1330,Eva,Smith,Eva Smith,,HR,Texas,Pending,23/07/2024,98850.14,eva.smith@example.com,4955112746,Poor,FALSE
EMP1331,Charlie,Smith,Charlie Smith,25,Cloud Tech,Illinois,Active,08/05/2021,63435.24,charlie.smith@example.com,4721970545,Poor,FALSE
EMP1332,Frank,Brown,Frank Brown,35,Finance,Texas,Inactive,11/04/2022,82129.84,frank.brown@example.com,6927589550,Average,FALSE
EMP1333,David,Williams,David Williams,35,DevOps,Texas,Pending,23/10/2024,95492.61,david.williams@example.com,6874090379,Good,FALSE
EMP1334,Grace,Miller,Grace Miller,40,Finance,Illinois,Inactive,24/04/2020,94572.37,grace.miller@example.com,2146296135,Good,FALSE
EMP1335,Bob,Garcia,Bob Garcia,40,Finance,Nevada,Inactive,04/03/2023,118413.05,bob.garcia@example.com,7157787111,Poor,FALSE
EMP1336,Alice,Jones,Alice Jones,30,Admin,Nevada,Pending,31/08/2022,68976.65,alice.jones@example.com,1663651558,Poor,TRUE
EMP1337,Eva,Williams,Eva Williams,,Sales,Nevada,Active,02/01/2021,115013.65,eva.williams@example.com,7371470826,Average,FALSE
EMP1338,David,Brown,David Brown,,Admin,Nevada,Inactive,06/06/2020,70949.38,david.brown@example.com,2359096055,Poor,TRUE
EMP1339,Grace,Brown,Grace Brown,,HR,Florida,Pending,13/10/2020,105334.87,grace.brown@example.com,7303064420,Average,FALSE
EMP1340,Bob,Williams,Bob Williams,,DevOps,California,Active,19/07/2020,80596.18,bob.williams@example.com,2146147682,Good,FALSE
EMP1341,Frank,Brown,Frank Brown,,Sales,Illinois,Inactive,03/05/2024,72846.37,frank.brown@example.com,4201654234,Good,TRUE
EMP1342,Heidi,Williams,Heidi Williams,40,Admin,California,Pending,07/02/2022,80229.36,heidi.williams@example.com,6778265959,Excellent,FALSE
EMP1343,Grace,Johnson,Grace Johnson,25,Sales,California,Active,31/12/2023,55145.47,grace.johnson@example.com,8931992549,Good,FALSE
EMP1344,Grace,Williams,Grace Williams,30,DevOps,Florida,Inactive,08/01/2022,N/A,grace.williams@example.com,2727516479,Poor,TRUE
EMP1345,Eva,Davis,Eva Davis,40,HR,California,Active,28/09/2020,56110.81,eva.davis@example.com,7279103367,Good,FALSE
EMP1346,Grace,Williams,Grace Williams,25,Cloud Tech,Texas,Inactive,09/02/2023,56514.5,grace.williams@example.com,2963533904,Average,FALSE
EMP1347,Frank,Brown,Frank Brown,40,Cloud Tech,California,Inactive,05/03/2022,104541.84,frank.brown@example.com,5044817765,Good,FALSE
EMP1348,David,Garcia,David Garcia,,Sales,New York,Pending,18/02/2022,61865.12,david.garcia@example.com,5586851275,Excellent,TRUE
EMP1349,Eva,Davis,Eva Davis,40,Admin,Texas,Active,09/06/2022,69317.33,eva.davis@example.com,5289286645,Good,FALSE
EMP1350,Bob,Brown,Bob Brown,35,HR,New York,Pending,04/07/2023,84706.17,bob.brown@example.com,4911110960,Average,FALSE
EMP1351,Heidi,Smith,Heidi Smith,25,Admin,California,Active,21/03/2022,73255.21,heidi.smith@example.com,7981789045,Average,FALSE
EMP1352,Frank,Smith,Frank Smith,40,HR,Florida,Pending,02/05/2023,59528.71,frank.smith@example.com,3378613714,Poor,FALSE
EMP1353,David,Garcia,David Garcia,40,HR,New York,Inactive,15/10/2021,70401.37,david.garcia@example.com,7660538443,Good,TRUE
EMP1354,Heidi,Garcia,Heidi Garcia,,Admin,California,Inactive,28/07/2021,107154.62,heidi.garcia@example.com,4630600024,Average,TRUE
EMP1355,Bob,Davis,Bob Davis,,Admin,Illinois,Pending,03/01/2021,97719.88,bob.davis@example.com,8955296385,Excellent,FALSE
EMP1356,Heidi,Johnson,Heidi Johnson,30,Finance,California,Pending,21/05/2020,107327.59,heidi.johnson@example.com,3960962625,Poor,FALSE
EMP1357,Grace,Garcia,Grace Garcia,40,Admin,Nevada,Inactive,10/05/2021,67687.72,grace.garcia@example.com,5826312818,Excellent,TRUE
EMP1358,Grace,Smith,Grace Smith,40,Cloud Tech,Florida,Pending,08/09/2022,90757.08,grace.smith@example.com,6482531105,Good,TRUE
EMP1359,Grace,Williams,Grace Williams,,Cloud Tech,California,Pending,21/07/2024,87583.42,grace.williams@example.com,920981959,Good,FALSE
EMP1360,Bob,Brown,Bob Brown,25,Admin,Nevada,Pending,28/12/2021,61643.69,bob.brown@example.com,2752334382,Good,TRUE
EMP1361,Grace,Smith,Grace Smith,35,Finance,Texas,Active,20/07/2020,68111.69,grace.smith@example.com,6404120910,Poor,FALSE
EMP1362,David,Smith,David Smith,40,HR,Florida,Inactive,30/04/2024,97568.88,david.smith@example.com,7911244210,Average,TRUE
EMP1363,Charlie,Johnson,Charlie Johnson,35,Cloud Tech,Florida,Active,28/08/2021,79118.28,charlie.johnson@example.com,7536170616,Poor,TRUE
EMP1364,Bob,Davis,Bob Davis,30,HR,California,Inactive,21/07/2022,104898.9,bob.davis@example.com,1366572239,Excellent,TRUE
EMP1365,Frank,Davis,Frank Davis,40,Cloud Tech,Florida,Pending,27/11/2023,81671.3,frank.davis@example.com,2990155798,Poor,TRUE
EMP1366,Alice,Miller,Alice Miller,25,Cloud Tech,California,Pending,11/08/2020,97399.75,alice.miller@example.com,8028413907,Excellent,FALSE
EMP1367,David,Johnson,David Johnson,,Admin,Illinois,Active,08/11/2021,89189.43,david.johnson@example.com,882351304,Poor,TRUE
EMP1368,David,Williams,David Williams,40,DevOps,New York,Active,04/08/2023,96011.55,david.williams@example.com,2312447314,Average,TRUE
EMP1369,David,Davis,David Davis,40,Sales,Florida,Inactive,10/01/2020,99331.49,david.davis@example.com,8477686341,Excellent,FALSE
EMP1370,Bob,Brown,Bob Brown,,Cloud Tech,Illinois,Active,19/01/2022,72818.94,bob.brown@example.com,3461994236,Good,TRUE
EMP1371,Eva,Garcia,Eva Garcia,40,Sales,Nevada,Inactive,07/05/2023,77204.75,eva.garcia@example.com,6769459195,Good,TRUE
EMP1372,Bob,Johnson,Bob Johnson,35,HR,Florida,Pending,19/12/2020,106961.68,bob.johnson@example.com,6395517207,Poor,FALSE
EMP1373,Eva,Garcia,Eva Garcia,,Sales,Texas,Pending,01/10/2020,71923,eva.garcia@example.com,4964985600,Good,TRUE
EMP1374,Bob,Smith,Bob Smith,30,HR,Nevada,Active,12/11/2022,77192.43,bob.smith@example.com,2562531354,Excellent,FALSE
EMP1375,Grace,Brown,Grace Brown,40,Admin,Florida,Pending,05/01/2023,98540.3,grace.brown@example.com,2510505378,Good,FALSE
EMP1376,Charlie,Brown,Charlie Brown,,Admin,Florida,Inactive,14/10/2020,63096.9,charlie.brown@example.com,5381649382,Average,FALSE
EMP1377,Alice,Smith,Alice Smith,35,Cloud Tech,Florida,Active,03/02/2021,107065.12,alice.smith@example.com,1849196654,Average,FALSE
EMP1378,Heidi,Johnson,Heidi Johnson,40,DevOps,Florida,Inactive,25/12/2023,108792.43,heidi.johnson@example.com,3307704610,Poor,TRUE
EMP1379,Bob,Smith,Bob Smith,,Cloud Tech,New York,Inactive,07/03/2020,69239.7,bob.smith@example.com,7295963903,Excellent,FALSE
EMP1380,Charlie,Garcia,Charlie Garcia,40,Sales,Nevada,Inactive,30/01/2023,85756.42,charlie.garcia@example.com,907426087,Average,TRUE
EMP1381,Eva,Miller,Eva Miller,,HR,Illinois,Active,05/04/2024,100328.62,eva.miller@example.com,501716444,Average,TRUE
EMP1382,Grace,Brown,Grace Brown,25,DevOps,Nevada,Active,01/09/2021,111236.69,grace.brown@example.com,5618579063,Excellent,TRUE
EMP1383,Eva,Jones,Eva Jones,35,Cloud Tech,Florida,Active,07/05/2024,106832.22,eva.jones@example.com,7715910299,Good,TRUE
EMP1384,Frank,Jones,Frank Jones,,DevOps,Florida,Active,15/06/2023,59746.45,frank.jones@example.com,2156321357,Good,TRUE
EMP1385,David,Garcia,David Garcia,25,Sales,California,Pending,29/07/2021,91780.04,david.garcia@example.com,40104144,Poor,TRUE
EMP1386,Eva,Williams,Eva Williams,35,Sales,California,Pending,23/10/2023,107062.66,eva.williams@example.com,9642297124,Good,TRUE
